Image_ID,Class
frame212.jpg,0
frame213.jpg,0
frame214.jpg,0
frame215.jpg,0
frame216.jpg,1
frame217.jpg,1
frame218.jpg,1
frame219.jpg,1
frame220.jpg,1
frame221.jpg,0
frame222.jpg,0
frame223.jpg,0
frame224.jpg,0
frame225.jpg,0
frame226.jpg,0
frame227.jpg,0
frame228.jpg,1
frame229.jpg,1
frame230.jpg,0
frame231.jpg,0
frame232.jpg,0
frame233.jpg,0
frame234.jpg,0
frame235.jpg,1
frame236.jpg,1
frame237.jpg,1
frame238.jpg,1
frame239.jpg,0
frame240.jpg,0
frame241.jpg,0
frame242.jpg,0
frame243.jpg,0
frame244.jpg,0
frame245.jpg,0
frame246.jpg,0
frame247.jpg,0
frame248.jpg,0
frame249.jpg,0
frame250.jpg,1
frame251.jpg,1
frame252.jpg,1
frame253.jpg,1
frame254.jpg,1
frame255.jpg,1
frame256.jpg,1
frame257.jpg,1
frame258.jpg,1
frame259.jpg,1
frame260.jpg,1
frame261.jpg,1
frame262.jpg,1
frame263.jpg,1
frame264.jpg,1
frame265.jpg,1
frame266.jpg,1
frame267.jpg,1
frame268.jpg,1
frame269.jpg,1
frame270.jpg,0
frame271.jpg,1
frame272.jpg,1
frame273.jpg,1
frame274.jpg,1
frame275.jpg,1
frame276.jpg,0
frame277.jpg,0
frame278.jpg,0
frame279.jpg,0
frame280.jpg,0
frame281.jpg,0
frame282.jpg,0
frame283.jpg,0
frame284.jpg,0
frame285.jpg,0
frame286.jpg,0
frame287.jpg,0
frame287.jpg,0
frame288.jpg,0
frame289.jpg,0
frame290.jpg,0
frame291.jpg,0
frame292.jpg,0
frame293.jpg,0
frame294.jpg,0
frame295.jpg,0
frame296.jpg,1
frame297.jpg,1
frame298.jpg,1
frame299.jpg,1
frame300.jpg,1
frame301.jpg,0
frame302.jpg,0
frame303.jpg,0
frame305.jpg,0
frame306.jpg,0
frame308.jpg,0
frame309.jpg,0
frame310.jpg,0
frame311.jpg,0
frame312.jpg,0
frame313.jpg,0
frame314.jpg,0
frame315.jpg,0
frame316.jpg,0
frame317.jpg,0
frame318.jpg,0
frame319.jpg,0
frame320.jpg,0
frame321.jpg,1
frame322.jpg,0
frame323.jpg,1
frame324.jpg,1
frame325.jpg,1
frame326.jpg,1
frame327.jpg,1
frame328.jpg,1
frame329.jpg,1
frame330.jpg,1
frame331.jpg,1
frame332.jpg,1
frame333.jpg,1
frame334.jpg,1
frame335.jpg,1
frame336.jpg,1
frame337.jpg,1
frame338.jpg,1
frame339.jpg,1
frame340.jpg,1
frame341.jpg,1
frame342.jpg,1
frame343.jpg,0
frame344.jpg,0
frame345.jpg,0
frame346.jpg,0
frame347.jpg,0
frame348.jpg,1
frame349.jpg,1
frame350.jpg,0
frame351.jpg,0
frame352.jpg,1
frame353.jpg,1
frame354.jpg,1
frame355.jpg,1
frame356.jpg,1
frame357.jpg,1
frame358.jpg,1
frame359.jpg,1
frame360.jpg,1
frame361.jpg,1
frame362.jpg,1
frame363.jpg,1
frame364.jpg,1
frame365.jpg,1
frame366.jpg,1
frame367.jpg,1
frame368.jpg,0
frame369.jpg,0
frame370.jpg,0
frame371.jpg,1
frame372.jpg,1
frame373.jpg,1
frame374.jpg,1
frame375.jpg,1
frame376.jpg,1
frame377.jpg,0
frame378.jpg,0
frame379.jpg,0
frame380.jpg,1
frame381.jpg,1
frame382.jpg,1
frame383.jpg,1
frame384.jpg,1
frame385.jpg,1
frame386.jpg,1
frame387.jpg,1
frame388.jpg,1
frame389.jpg,0
frame390.jpg,0
frame391.jpg,0
frame392.jpg,1
frame393.jpg,1
frame394.jpg,1
frame395.jpg,0
frame396.jpg,1
frame397.jpg,0
frame398.jpg,1
frame399.jpg,1
frame400.jpg,0
frame401.jpg,1
frame402.jpg,1
frame409.jpg,0
frame410.jpg,0
frame411.jpg,0
frame412.jpg,0
frame413.jpg,0
frame414.jpg,0
frame415.jpg,0
frame416.jpg,0
frame417.jpg,0
frame418.jpg,0
frame419.jpg,0
frame420.jpg,1
frame421.jpg,1
frame422.jpg,1
frame423.jpg,1
frame424.jpg,0
frame425.jpg,0
frame426.jpg,0
frame427.jpg,0
frame428.jpg,0
frame429.jpg,0
frame430.jpg,0
frame431.jpg,0
frame433.jpg,0
frame434.jpg,0
frame435.jpg,0
frame436.jpg,0
frame437.jpg,0
frame438.jpg,0
frame439.jpg,0
frame440.jpg,0
frame441.jpg,0
frame442.jpg,0
frame443.jpg,0
frame444.jpg,0
frame445.jpg,0
frame446.jpg,0
frame447.jpg,0
frame448.jpg,0
frame449.jpg,0
frame450.jpg,0
frame451.jpg,0
frame452.jpg,1
frame453.jpg,1
frame454.jpg,1
frame455.jpg,0
frame456.jpg,1
frame457.jpg,1
frame458.jpg,1
frame459.jpg,1
frame460.jpg,1
frame461.jpg,1
frame462.jpg,1
frame463.jpg,1
frame464.jpg,1
frame465.jpg,1
frame467.jpg,1
frame468.jpg,1
frame469.jpg,1
frame470.jpg,1
frame471.jpg,1
frame473.jpg,1
frame474.jpg,1
frame475.jpg,1
frame476.jpg,1
frame477.jpg,1
frame478.jpg,1
frame479.jpg,1
frame480.jpg,1
frame481.jpg,1
frame482.jpg,1
frame483.jpg,1
frame484.jpg,1
frame485.jpg,1
frame486.jpg,1
frame487.jpg,1
frame488.jpg,1
frame489.jpg,1
frame490.jpg,1
frame491.jpg,1
frame492.jpg,1
frame493.jpg,1
frame494.jpg,1
frame495.jpg,1
frame496.jpg,1
frame497.jpg,1
frame498.jpg,1
frame499.jpg,1
frame500.jpg,1
frame501.jpg,1
frame502.jpg,1
frame503.jpg,0
frame504.jpg,0
frame506.jpg,0
frame508.jpg,0
frame509.jpg,0
frame510.jpg,0
frame511.jpg,0
frame512.jpg,0
frame513.jpg,0
frame514.jpg,0
frame515.jpg,0
frame516.jpg,0
frame517.jpg,0
frame518.jpg,0
frame519.jpg,0
frame520.jpg,0
frame521.jpg,0
frame522.jpg,0
frame523.jpg,0
frame524.jpg,0
frame525.jpg,0
frame526.jpg,0
frame527.jpg,0
frame528.jpg,0
frame529.jpg,0
frame530.jpg,0
frame531.jpg,0
frame532.jpg,0
frame534.jpg,0
frame535.jpg,0
frame536.jpg,0
frame537.jpg,0
frame538.jpg,0
frame539.jpg,0
frame540.jpg,0
frame541.jpg,0
frame542.jpg,0
frame543.jpg,0
frame544.jpg,0
frame545.jpg,0
frame546.jpg,0
frame547.jpg,0
frame548.jpg,0
frame549.jpg,0
frame550.jpg,0
frame551.jpg,0
frame552.jpg,0
frame553.jpg,0
frame554.jpg,0
frame555.jpg,0
frame556.jpg,0
frame557.jpg,0
frame558.jpg,0
frame559.jpg,0
frame560.jpg,0
frame561.jpg,0
frame562.jpg,0
frame563.jpg,0
frame564.jpg,0
frame565.jpg,0
frame566.jpg,0
frame567.jpg,0
frame568.jpg,0
frame569.jpg,0
frame570.jpg,0
frame571.jpg,0
frame572.jpg,0
frame573.jpg,0
frame574.jpg,0
frame575.jpg,0
frame576.jpg,1
frame577.jpg,1
frame578.jpg,1
frame579.jpg,1
frame580.jpg,1
frame581.jpg,1
frame582.jpg,1
frame583.jpg,1
frame584.jpg,1
frame585.jpg,1
frame586.jpg,1
frame587.jpg,1
frame588.jpg,1
frame589.jpg,1
frame590.jpg,1
frame591.jpg,1
frame592.jpg,1
frame593.jpg,1
frame594.jpg,1
frame595.jpg,1
frame596.jpg,1
frame596.jpg,1
frame597.jpg,1
frame598.jpg,1
frame599.jpg,1
frame600.jpg,1
frame601.jpg,1
frame602.jpg,1
frame603.jpg,1
frame604.jpg,1
frame605.jpg,1
frame606.jpg,1
frame607.jpg,1
frame608.jpg,1
frame609.jpg,1
frame610.jpg,1
frame611.jpg,1
frame612.jpg,1
frame613.jpg,1
frame614.jpg,1
frame615.jpg,0
frame616.jpg,0
frame617.jpg,0
frame619.jpg,0
frame620.jpg,0
frame621.jpg,0
frame622.jpg,0
frame623.jpg,0
frame624.jpg,0
frame625.jpg,0
frame627.jpg,0
frame628.jpg,0
frame629.jpg,0
frame630.jpg,0
frame631.jpg,0
frame632.jpg,0
frame633.jpg,0
frame634.jpg,0
frame635.jpg,0
frame636.jpg,0
frame637.jpg,0
frame638.jpg,0
frame639.jpg,0
frame640.jpg,0
frame641.jpg,0
frame642.jpg,0
frame643.jpg,0
frame644.jpg,0
frame645.jpg,0
frame646.jpg,0
frame647.jpg,0
frame648.jpg,0
frame649.jpg,0
frame650.jpg,0
frame651.jpg,0
frame652.jpg,0
frame653.jpg,0
frame654.jpg,0
frame655.jpg,0
frame656.jpg,0
frame657.jpg,0
frame658.jpg,0
frame659.jpg,0
frame660.jpg,0
frame661.jpg,0
frame662.jpg,0
frame663.jpg,0
frame664.jpg,0
frame665.jpg,0
frame666.jpg,0
frame667.jpg,0
frame668.jpg,0
frame669.jpg,0
frame670.jpg,0
frame671.jpg,0
frame672.jpg,0
frame673.jpg,0
frame674.jpg,0
frame675.jpg,0
frame676.jpg,0
frame677.jpg,0
frame678.jpg,0
frame679.jpg,0
frame680.jpg,0
frame681.jpg,0
frame682.jpg,0
frame683.jpg,0
frame684.jpg,0
frame685.jpg,0
frame686.jpg,0
frame687.jpg,0
frame688.jpg,0
frame689.jpg,0
frame690.jpg,0
frame691.jpg,0
frame692.jpg,0
frame693.jpg,0
frame694.jpg,0
frame695.jpg,0
frame696.jpg,0
frame697.jpg,0
frame698.jpg,0
frame699.jpg,0
frame700.jpg,0
frame701.jpg,0
frame702.jpg,0
frame703.jpg,0
frame704.jpg,0
frame705.jpg,0
frame706.jpg,0
frame707.jpg,0
frame708.jpg,0
frame709.jpg,0
frame710.jpg,0
frame711.jpg,0
frame712.jpg,0
frame713.jpg,0
frame714.jpg,0
frame715.jpg,0
frame716.jpg,0
frame717.jpg,0
frame718.jpg,0
frame719.jpg,0
frame720.jpg,0
frame721.jpg,0
frame722.jpg,0
frame723.jpg,0
frame724.jpg,0
frame725.jpg,0
frame726.jpg,0
frame727.jpg,0
frame728.jpg,0
frame729.jpg,0
frame730.jpg,0
frame731.jpg,0
frame732.jpg,0
frame733.jpg,0
frame734.jpg,0
